,Plant,0:00:00,0:30:00,1:00:00,1:30:00,2:00:00,2:30:00,3:00:00,3:30:00,System_Initialize,4:30:00,5:00:00,5:30:00,6:00:00,6:30:00,7:00:00,7:30:00,8:00:00,8:30:00,9:00:00,9:30:00,10:00:00,10:30:00,11:00:00,11:30:00,Lunch_Break,12:30:00,13:00:00,13:30:00,14:00:00,14:30:00,15:00:00,15:30:00,16:00:00,16:30:00,17:00:00,17:30:00,18:00:00,18:30:00,19:00:00,19:30:00,20:00:00,20:30:00,21:00:00,21:30:00,22:00:00,22:30:00,23:00:00,23:30:00,Date
319,KCCP ST(D),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7/27/2020
340,KCCP ST(D),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2020 - 07 - 6.
346,KCCP ST(D),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2020 - 07 - 4.
388,KCCP ST(D),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7/10/2020
439,KCCP ST(D),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7/28/2020
456,KCCP ST(D),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7/12/2020
515,KCCP ST(D),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2020 - 07 - 9.
537,KCCP ST(D),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7/23/2020
629,KCCP ST(D),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7/20/2020
644,KCCP ST(D),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7/15/2020
771,KCCP ST(D),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7/16/2020
781,KCCP ST(D),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7/24/2020
782,KCCP ST(D),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7/26/2020
785,KCCP ST(D),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2020 - 07 - 3.
891,KCCP ST(D),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2020 - 07 - 7.
978,KCCP ST(D),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7/19/2020
989,KCCP ST(D),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7/11/2020
1030,KCCP ST(D),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7/29/2020
1089,KCCP ST(D),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7/14/2020
1099,KCCP ST(D),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7/17/2020
1106,KCCP ST(D),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7/22/2020
0,KCCP ST(N),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7/11/2020
22,KCCP ST(N),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7/18/2020
128,KCCP ST(N),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7/13/2020
137,KCCP ST(N),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2020 - 07 - 8.
141,KCCP ST(N),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7/22/2020
170,KCCP ST(N),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7/12/2020
193,KCCP ST(N),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7/26/2020
206,KCCP ST(N),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7/16/2020
258,KCCP ST(N),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7/24/2020
291,KCCP ST(N),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7/14/2020
491,KCCP ST(N),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2020 - 07 - 4.
493,KCCP ST(N),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7/10/2020
498,KCCP ST(N),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7/17/2020
508,KCCP ST(N),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7/15/2020
556,KCCP ST(N),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2020 - 07 - 5.
726,KCCP ST(N),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2020 - 07 - 9.
731,KCCP ST(N),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7/23/2020
733,KCCP ST(N),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7/25/2020
762,KCCP ST(N),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7/19/2020
801,KCCP ST(N),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7/27/2020
844,KCCP ST(N),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7/29/2020
885,KCCP ST(N),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7/21/2020
912,KCCP ST(N),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7/20/2020
937,KCCP ST(N),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7/28/2020
1031,KCCP ST(N),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2020 - 07 - 3.
1032,KCCP ST(N),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2020 - 07 - 6.
1058,KCCP ST(N),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2020 - 07 - 7.
23,Koth,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100.97,102.62,105.12,106.42,107.42,104.97,103.22,102.42,101.92,101.57,101.47,102.97,103.47,104.62,107.12,108.67,115.83,0,0,0,0,0,0,0,0,0,0,0,7/26/2020
39,Koth,30.667,30.667,30.667,30.667,30.667,30.667,30.667,30.667,30.667,30.667,30.667,30.667,30.667,30.667,30.667,30.667,30.667,30.667,30.667,30.667,30.667,30.667,30.667,30.667,30.667,30.667,30.667,30.667,30.667,30.667,30.667,30.667,30.667,30.667,30.667,30.667,30.667,30.667,30.667,30.667,30.667,30.667,30.667,30.667,30.667,30.667,30.667,30.667,7/21/2020
81,Koth,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,115,115.83,115.83,115.83,115.83,115.83,115.83,115.83,115.83,115.83,115.83,115.83,115.83,115.83,115.83,115.83,115.83,115.83,115.83,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7/27/2020
83,Koth,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,47.159,47.159,47.159,61.022,80.022,80.022,80.022,80.022,81.5,81.5,81.5,81.5,81.5,100.5,100.5,100.5,100.5,100.5,69.78,69.78,69.78,69.78,69.78,43.703,43.703,43.703,43.703,43.703,0,0,0,0,2020 - 07 - 8.
87,Koth,27.059,25.709,23.809,23.259,22.359,21.659,20.759,20.609,20.959,21.809,23.759,0.5994,2.8494,3.4794,31.509,30.359,29.159,27.809,28.309,27.759,27.459,28.309,30.709,32.809,34.409,31.859,29.459,28.009,27.209,26.659,26.359,26.809,27.359,28.509,30.259,33.259,42.459,57.382,61.432,60.082,60.082,57.032,52.032,43.009,37.909,30.559,27.659,24.359,2020 - 07 - 5.
114,Koth,0,0,0,0,0,0,0,0,0,0,0,0,50.31,50.31,28.977,28.977,64.783,64.783,64.783,83.783,83.783,83.783,83.783,83.783,83.783,83.783,83.783,69.313,69.313,69.313,69.313,69.313,69.313,69.313,69.313,69.313,51,51,51,0,0,0,0,0,0,0,0,0,7/11/2020
167,Koth,30.667,30.667,30.667,30.667,30.667,30.667,30.667,30.667,30.667,90.976,105.32,79.237,82.258,83.497,103.55,115.83,115.83,115.83,115.83,115.83,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7/29/2020
247,Koth,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7/18/2020
252,Koth,30.667,30.667,30.667,30.667,30.667,30.667,30.667,30.667,30.667,30.667,30.667,30.667,30.667,30.667,30.667,30.667,30.667,30.667,30.667,30.667,30.667,30.667,30.667,30.667,30.667,30.667,30.667,30.667,30.667,30.667,30.667,30.667,30.667,30.667,30.667,30.667,30.667,30.667,30.667,30.667,30.667,30.667,30.667,30.667,30.667,30.667,30.667,30.667,7/15/2020
285,Koth,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,93.758,93.758,115.83,115.83,115.83,114.07,114.42,114.62,114.92,114.92,114.17,114.57,115.82,115.83,115.83,115.83,0,0,0,0,0,0,0,0,0,0,0,0,7/25/2020
361,Koth,28.836,26.836,26.086,24.936,24.186,23.686,23.436,23.886,25.486,29.936,35.286,9.3356,12.096,11.316,44.336,49.881,51.786,56.086,59.236,59.236,58.486,60.836,61.936,63.086,61.986,61.986,57.736,57.736,58.436,61.386,60.286,60.986,60.986,59.636,59.636,55.236,62.636,41.311,69.185,34.045,72.486,67.036,67.036,56.686,46.286,41.386,37.786,34.336,2020 - 07 - 7.
387,Koth,32.986,30.986,29.586,27.486,26.636,26.386,26.286,25.636,27.186,30.736,37.186,9.7556,13.176,12.426,44.986,47.286,53.436,58.136,59.136,59.636,59.386,60.386,61.336,62.386,61.086,58.136,55.436,60.045,61.345,76.738,58.536,59.236,59.336,58.886,55.936,54.386,60.586,46.6,69.63,38.989,69.286,64.536,59.436,54.186,47.036,39.786,35.836,33.136,7/10/2020
609,Koth,100,100,100,100,20,20,20,20,0,0,12.3,12.3,12.3,12.3,12.3,46.1,32.789,32.789,32.789,76.789,76.789,76.789,76.789,76.789,76.789,76.789,53.089,53.089,53.089,69.72,69.72,69.72,69.72,69.72,69.72,69.72,69.72,69.72,69.72,69.72,69.72,69.72,69.72,48.334,48.334,23.531,0,0,2020 - 07 - 9.
699,Koth,30.667,30.667,30.667,30.667,30.667,30.667,30.667,30.667,30.667,30.667,30.667,30.667,30.667,30.667,30.667,30.667,30.667,30.667,30.667,30.667,30.667,30.667,30.667,30.667,30.667,30.667,30.667,30.667,30.667,30.667,30.667,30.667,30.667,30.667,30.667,30.667,30.667,30.667,30.667,30.667,30.667,30.667,30.667,30.667,30.667,30.667,30.667,30.667,7/13/2020
701,Koth,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,7/16/2020
756,Koth,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,115.77,115.77,115.77,0,0,0,0,102.3,99.274,103.8,0,115.77,115.77,115.77,0,0,0,0,0,7/20/2020
775,Koth,40,40,40,40,40,58.9,58.45,58.05,58.25,60,63.95,41.58,43.08,42.54,69.55,68.15,67.4,66.25,0,7.076,40,49.315,49.315,49.315,49.315,49.315,49.315,40,40,40,40,40,57.467,57.467,57.467,57.467,57.467,57.467,64.02,62.01,62.01,62.01,62.01,62.01,62.01,40,40,40,2020 - 07 - 4.
800,Koth,0,0,0,0,0,0,0,0,0,0,0,0,0,0,115.83,115.83,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,101.23,99.997,103.78,0,115.83,115.83,115.83,115.83,0,0,0,0,7/23/2020
809,Koth,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,110.85,110.85,115.83,115.83,115.83,115.83,115.83,115.83,115.83,115.83,115.83,115.83,115.83,115.83,97.646,90.646,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7/24/2020
824,Koth,30,30,30,30,30,30,30,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,30,30,30,7/17/2020
858,Koth,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,30,35,30,40,30,25,30,30,7/19/2020
923,Koth,30.667,30.667,30.667,30.667,30.667,30.667,30.667,30.667,30.667,30.667,30.667,30.667,30.667,30.667,30.667,30.667,30.667,30.667,30.667,30.667,30.667,30.667,30.667,30.667,30.667,30.667,30.667,30.667,30.667,30.667,30.667,30.667,30.667,30.667,30.667,30.667,30.667,30.667,30.667,30.667,30.667,30.667,30.667,30.667,30.667,30.667,30.667,30.667,7/14/2020
993,Koth,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7/12/2020
1029,Koth,33.199,33.199,30.667,30.667,30.667,30.667,30.667,30.667,30.796,103.12,110.67,82.777,85.297,83.617,115.83,115.83,115.83,115.83,115.83,115.83,115.83,115.83,115.83,115.83,115.83,115.83,115.83,115.83,115.83,115.83,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7/28/2020
1091,Koth,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,101.15,100.38,0,103.95,115.75,115.75,115.75,115.75,115.75,115.75,0,0,7/22/2020
1102,Koth,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,41.284,41.284,41.284,41.284,50.559,50.559,50.559,50.559,50.559,50.559,50.559,50.559,50.559,50.559,50.559,73.23,71.37,71.37,71.37,71.37,40,40,40,40,40,2020 - 07 - 3.
1126,Koth,23.783,9.5788,9.5788,9.5788,4.158,0,0,0,0,0,34.086,8.3756,11.736,10.716,44.136,46.936,52.136,57.836,59.486,61.186,61.586,64.886,66.136,67.736,65.586,64.136,61.136,60.636,61.786,63.886,63.136,63.936,64.186,61.336,57.586,55.736,61.186,27.936,30.876,28.596,69.286,65.736,60.236,53.386,47.686,40.086,35.786,32.486,2020 - 07 - 6.
9,KPS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2020 - 07 - 6.
55,KPS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7/19/2020
60,KPS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7/17/2020
70,KPS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7/25/2020
122,KPS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7/18/2020
425,KPS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7/12/2020
427,KPS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7/21/2020
465,KPS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7/16/2020
475,KPS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2020 - 07 - 4.
506,KPS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7/24/2020
509,KPS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2020 - 07 - 3.
546,KPS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7/10/2020
605,KPS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7/27/2020
626,KPS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2020 - 07 - 7.
627,KPS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2020 - 07 - 9.
641,KPS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2020 - 07 - 8.
648,KPS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7/26/2020
655,KPS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7/13/2020
806,KPS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7/14/2020
898,KPS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7/23/2020
899,KPS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2020 - 07 - 5.
979,KPS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7/22/2020
987,KPS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7/20/2020
997,KPS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7/11/2020
1041,KPS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7/15/2020
1050,KPS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7/29/2020
1079,KPS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7/28/2020
29,Kukule,0,0,0,0,0,0,0,0,0,0,0,48.541,62.834,62.834,0,0,0,69,69,69,74.999,74.999,74.999,74.999,74.999,63.224,34.576,28.567,31.403,31.403,0,0,30,30,30,30,28.567,66.212,66.212,54.999,54.999,54.999,54.999,54.999,74.999,55.566,55.566,34.48,7/22/2020
50,Kukule,0,0,0,0,0,0,0,0,0,51.783,51.783,51.783,51.783,51.783,51.783,51.783,51.783,51.783,51.783,51.783,51.783,51.783,51.783,51.783,51.783,51.783,51.783,51.783,51.783,51.783,51.783,51.783,51.783,51.783,51.783,51.783,51.783,0,0,0,51.783,51.783,51.783,51.783,51.783,51.783,51.783,51.783,7/14/2020
79,Kukule,74.999,32.518,28.567,0,0,0,0,0,0,46.407,51.72,51.72,74.999,71.909,71.909,71.909,74.999,74.999,74.999,74.999,74.999,74.999,74.999,74.999,74.999,74.999,43.224,0,0,0,74.999,74.999,74.999,74.999,74.999,74.999,74.999,74.999,74.999,74.999,74.999,74.999,74.999,74.999,51.72,51.72,51.72,51.72,7/10/2020
106,Kukule,0,0,0,0,0,0,0,0,0,28.567,28.567,28.567,43.707,43.707,43.251,43.251,43.251,43.251,43.251,0,0,39.415,52.135,52.135,52.135,52.135,52.135,52.135,58.043,58.043,58.043,58.043,58.043,58.043,50.763,50.763,50.763,74.999,74.999,58.669,58.669,58.669,58.669,34.48,34.48,34.48,34.48,34.48,2020 - 07 - 8.
