,Plant,0:00:00,0:30:00,1:00:00,1:30:00,2:00:00,2:30:00,3:00:00,3:30:00,System_Initialize,4:30:00,5:00:00,5:30:00,6:00:00,6:30:00,7:00:00,7:30:00,8:00:00,8:30:00,9:00:00,9:30:00,10:00:00,10:30:00,11:00:00,11:30:00,Lunch_Break,12:30:00,13:00:00,13:30:00,14:00:00,14:30:00,15:00:00,15:30:00,16:00:00,16:30:00,17:00:00,17:30:00,18:00:00,18:30:00,19:00:00,19:30:00,20:00:00,20:30:00,21:00:00,21:30:00,22:00:00,22:30:00,23:00:00,23:30:00,Date
325,Rand,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,46.54,46.54,46.54,46.54,46.54,46.54,46.54,46.54,43,0,0,0,0,0,0,0,0,0,0,0,0,71.305,71.305,71.305,0,0,0,0,0,0,0,0,7/23/2020
366,Rand,0,0,0,0,0,0,0,0,0,0,0,0,0,43,43,43,0,43,43,43,0,43,43,43,43,43,0,0,0,0,0,0,0,0,0,43,58.45,93.08,93.08,93.08,93.08,70.353,46.815,0,0,0,0,0,7/26/2020
369,Rand,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,51.45,79.046,79.046,79.046,79.046,79.046,79.046,79.046,79.046,79.046,79.046,79.046,79.046,79.046,79.046,79.046,79.046,79.046,79.046,79.046,0,43,94.677,94.677,46.775,46.775,43,43,0,0,0,0,7/13/2020
453,Rand,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,43,43,43,43,43,43,43,43,43,0,0,0,0,0,43,43,0,43,43,43,0,0,0,0,0,0,0,0,0,0,0,0,7/28/2020
558,Rand,0,0,0,0,80,80,80,80,0,0,0,0,0,0,0,0,43,43,43,43,43,43,64.466,64.466,64.466,64.466,64.466,64.466,64.466,64.466,64.466,64.466,89.966,89.966,89.966,89.966,89.966,96.673,96.673,96.673,47.517,47.517,47.517,47.517,43,0,0,0,2020 - 07 - 9.
559,Rand,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,43,43,43,43,62.186,90.236,90.236,90.236,90.236,90.236,96.673,96.673,96.673,71.307,71.307,71.307,62.757,43,43,43,43.22,96.673,96.673,43,43,43,0,0,0,0,0,7/10/2020
580,Rand,0,0,0,0,0,0,0,0,0,0,0,0,45.978,45.978,0,0,0,43,43,0,0,0,0,0,0,0,0,0,45.405,45.405,45.405,61.502,65.797,62.797,0,0,0,47.164,64.809,51.784,0,0,0,0,0,0,0,0,7/16/2020
633,Rand,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,43,43,43,53.673,53.673,53.673,53.673,53.673,53.673,53.673,53.673,53.673,53.673,53.673,53.673,53.673,53.673,53.673,53.673,53.673,43,43,96.673,55.951,43,43,43,0,0,0,0,0,2020 - 07 - 6.
647,Rand,0,0,0,0,0,0,0,0,0,0,0,43,54.761,54.761,54.761,43.917,43.917,0,43,43,43,0,43,43,0,0,0,0,0,0,0,0,0,0,0,0,43,43,0,0,0,0,0,0,0,0,0,0,7/25/2020
650,Rand,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,94.677,94.677,94.677,94.677,94.677,94.677,94.677,94.067,94.067,55.591,55.591,55.591,55.591,55.591,94.677,94.677,94.677,94.677,94.677,50.215,50.215,54.896,54.896,54.896,54.896,43,0,0,0,0,0,7/14/2020
698,Rand,0,0,0,0,0,0,0,0,0,0,0,0,43,43,43,43,43,43,43,43,43,43,43,43,43,43,43,43,43,43,43,0,0,0,0,0,43,99.467,99.467,73.842,73.842,43,0,0,0,0,0,0,2020 - 07 - 5.
710,Rand,0,0,0,0,0,0,0,0,0,0,0,0,0,43,43,43,57.194,57.194,57.194,57.194,57.194,57.194,57.194,57.194,57.194,43,43,43,43,43,43,75.076,75.076,75.076,95.076,95.076,43,43,43,43,62,62,43,43,43,43,0,0,7/11/2020
717,Rand,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,43,43,0,0,0,0,0,64.864,64.864,64.864,64.864,0,93.08,93.08,93.08,93.08,93.08,93.08,93.08,93.08,93.08,53.474,0,0,0,0,7/27/2020
734,Rand,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,58.441,93.661,96.673,96.673,96.673,96.673,96.673,96.673,96.673,96.673,0,0,0,0,0,0,0,0,0,0,0,0,96.673,96.673,0,0,0,0,0,0,0,0,2020 - 07 - 7.
784,Rand,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,47.577,47.577,49.762,49.762,49.762,43,43,43,43,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7/29/2020
793,Rand,0,0,0,0,0,0,0,0,0,0,0,43,43,0,0,0,57.238,57.238,57.238,43,43,43,43,43,43,43,43,43,43,0,43,43,46,46,46,43,0,43,43,43,43,0,0,0,0,0,0,0,2020 - 07 - 3.
834,Rand,0,0,0,0,0,0,0,0,0,0,0,0,48.07,50.266,0,0,43,43,46.4,46.4,46.4,46.4,46.4,46.4,46.4,0,0,0,0,0,0,0,0,0,0,0,0,92.801,92.801,46.508,0,0,0,0,0,0,0,0,7/22/2020
906,Rand,0,0,0,0,0,0,0,0,0,0,0,44.562,44.562,44.562,44.562,44.562,44.562,43,43,0,0,0,0,0,0,0,0,0,0,0,0,0,43,54.268,54.268,54.268,43,79.743,95.076,95.076,95.076,95.076,76.329,0,0,0,0,0,7/12/2020
1015,Rand,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,82,96.673,96.673,96.673,96.673,96.673,96.673,96.673,96.673,94.765,43,0,50,44.394,0,59.177,59.177,59.177,63.571,63.571,96.673,96.673,96.673,96.673,96.673,0,0,0,0,0,0,2020 - 07 - 8.
1026,Rand,0,0,0,0,0,0,0,0,0,0,0,78.113,78.113,78.113,0,0,0,0,0,0,0,43,43,0,0,0,0,0,0,0,0,0,0,0,0,0,74.897,74.897,84.608,43,57.043,0,0,0,0,0,0,0,7/19/2020
1064,Rand,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50.076,50.076,50.076,43,0,0,0,43,43,43,43,43,43.512,43.512,43.512,43.512,48.457,48.457,48.457,43,43,79.1,79.1,68.867,43,43,0,0,0,0,0,0,2020 - 07 - 4.
117,Rant,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,15,15,15,15,15,15,15,15,15,15,15,15,15,0,0,0,0,0,0,40,40,40,40,15,15,0,0,0,0,0,0,7/29/2020
171,Rant,0,0,0,0,0,0,0,0,0,0,0,0,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,0,0,0,0,40,40,40,40,15,15,15,15,0,0,0,0,7/17/2020
203,Rant,0,0,0,0,0,0,0,0,0,0,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,40,40,40,40,20,20,20,20,0,0,0,0,7/11/2020
220,Rant,0,0,0,0,0,0,0,0,0,0,0,0,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,0,0,0,0,0,40,40,40,40,20,15,15,0,0,0,0,0,7/25/2020
244,Rant,0,0,0,0,0,0,0,0,0,0,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,40,40,40,40,20,20,20,20,0,0,0,0,7/12/2020
302,Rant,0,0,0,0,0,0,0,0,0,0,0,0,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,0,0,0,0,40,40,40,40,15,15,15,15,0,0,0,0,7/15/2020
308,Rant,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,0,0,0,0,0,40,40,40,40,20,15,15,0,0,0,0,0,7/27/2020
331,Rant,0,0,0,0,0,0,0,0,0,0,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,40,40,40,40,20,20,20,20,0,0,0,0,2020 - 07 - 4.
349,Rant,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,15,15,15,15,15,15,15,15,15,15,15,15,15,0,0,0,0,0,0,40,40,40,40,15,15,0,0,0,0,0,0,7/28/2020
354,Rant,0,0,0,0,0,0,0,0,0,0,0,0,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,40,40,40,40,20,20,20,20,0,0,0,0,7/14/2020
527,Rant,0,0,0,0,0,0,0,0,0,0,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,40,40,40,40,20,20,20,20,0,0,0,0,7/10/2020
538,Rant,0,0,0,0,0,0,0,0,0,0,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,40,40,40,40,20,20,20,20,0,0,0,0,2020 - 07 - 3.
596,Rant,0,0,0,0,0,0,0,0,0,0,0,0,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,0,0,0,0,0,0,40,40,40,40,15,15,0,0,0,0,0,0,7/20/2020
661,Rant,0,0,0,0,0,0,0,0,0,0,0,0,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,0,0,0,0,0,40,40,40,40,20,15,15,0,0,0,0,0,7/24/2020
718,Rant,0,0,0,0,0,0,0,0,0,0,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,40,40,40,40,20,20,20,20,0,0,0,0,2020 - 07 - 7.
728,Rant,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,15,15,15,15,15,15,15,15,15,15,15,15,0,0,0,0,0,40,40,40,40,15,15,0,0,0,0,0,0,7/21/2020
750,Rant,0,0,0,0,0,0,0,0,0,0,0,0,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,0,0,0,0,40,40,40,40,15,15,15,15,0,0,0,0,7/19/2020
827,Rant,0,0,0,0,0,0,0,0,0,0,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,40,40,40,40,20,20,20,20,0,0,0,0,2020 - 07 - 5.
846,Rant,0,0,0,0,0,0,0,0,0,0,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,40,40,40,40,20,20,20,20,0,0,0,0,2020 - 07 - 9.
849,Rant,0,0,0,0,0,0,0,0,0,0,0,0,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,40,40,40,40,20,20,20,20,0,0,0,0,7/13/2020
852,Rant,0,0,0,0,0,0,0,0,0,0,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,40,40,40,40,20,20,20,20,0,0,0,0,2020 - 07 - 8.
1007,Rant,0,0,0,0,0,0,0,0,0,0,0,0,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,40,40,40,40,15,15,15,0,0,0,0,0,7/22/2020
1065,Rant,0,0,0,0,0,0,0,0,0,0,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,40,40,40,40,20,20,20,20,0,0,0,0,2020 - 07 - 6.
1068,Rant,0,0,0,0,0,0,0,0,0,0,0,0,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,0,0,0,0,40,40,40,40,15,15,15,15,0,0,0,0,7/18/2020
1077,Rant,0,0,0,0,0,0,0,0,0,0,0,0,15,15,0,0,0,0,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,40,40,40,40,15,15,15,0,0,0,0,0,7/23/2020
1083,Rant,0,0,0,0,0,0,0,0,0,0,0,0,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,0,0,0,0,40,40,40,40,15,15,15,15,0,0,0,0,7/16/2020
1128,Rant,0,0,0,0,0,0,0,0,0,0,0,0,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,0,0,0,0,0,40,40,40,40,20,15,15,0,0,0,0,0,7/26/2020
3,Sama,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,99.998,99.998,99.998,99.998,0,0,0,0,0,0,0,0,7/20/2020
57,Sama,0,0,0,0,0,0,0,0,0,0,10.189,93.632,98.726,98.726,98.726,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,100,100,100,100,100,100,100,100,0,0,0,2020 - 07 - 7.
110,Sama,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,60,60,60,60,0,0,0,0,0,0,0,0,7/21/2020
231,Sama,0,0,0,0,0,0,0,0,0,0,0,100,100,100,86.12,50.28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,100,100,100,100,100,100,100,100,63.6,0,0,2020 - 07 - 6.
268,Sama,0,0,0,0,0,0,0,0,10.21,36.26,36.26,55.207,55.207,55.207,20.584,10.21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,42.25,89.306,89.306,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999,0,0,0,2020 - 07 - 5.
269,Sama,0,0,0,0,0,0,0,0,55.519,55.519,86.989,86.989,72.889,10.189,10.189,10.189,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17.333,67.583,100,99.117,99.117,99.117,46.357,46.357,46.357,10.189,0,0,2020 - 07 - 9.
284,Sama,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,96.605,96.605,96.605,10.185,0,0,0,0,0,7/24/2020
292,Sama,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,99.998,99.998,99.998,0,0,0,0,0,0,0,0,7/19/2020
296,Sama,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,99.999,99.999,99.999,99.999,0,0,0,0,0,0,0,0,7/15/2020
430,Sama,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,100,100,100,0,0,0,0,0,0,0,0,7/11/2020
435,Sama,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,99.998,99.998,99.998,99.998,0,0,0,0,0,0,0,0,7/17/2020
497,Sama,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,99.999,99.999,99.999,99.999,0,0,0,0,0,0,0,0,7/16/2020
525,Sama,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28.296,28.296,28.296,0,0,10.185,55.171,35.398,10.185,10.185,10.185,10.185,0,0,0,0,0,0,0,63.771,100,34.738,34.738,10.185,10.185,0,0,0,0,0,7/27/2020
549,Sama,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36.234,29.233,34.468,34.468,34.468,34.468,34.468,21.144,99.998,99.998,41.056,0,0,0,0,0,0,0,0,7/22/2020
657,Sama,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,99.998,99.998,99.998,99.998,0,0,0,0,0,0,0,0,7/18/2020
711,Sama,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,99.999,99.999,99.999,99.999,0,0,0,0,0,0,0,0,7/14/2020
803,Sama,0,0,0,0,0,0,0,0,0,0,0,62.004,88.819,88.819,10.189,10.189,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,100,100,100,100,100,69.99,69.99,0,0,0,0,7/10/2020
815,Sama,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10.185,10.185,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,66.166,70.166,33.112,10.185,0,0,0,0,0,7/26/2020
817,Sama,0,0,0,0,0,0,0,0,0,0,0,77.541,92.066,42.066,10.189,10.189,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10.333,100,100,100,100,100,100,100,85.808,11.808,0,0,2020 - 07 - 8.
831,Sama,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,100,100,100,0,0,0,0,0,0,0,0,7/12/2020
841,Sama,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24.813,24.813,24.813,24.813,24.813,24.813,24.813,27.813,27.813,27.813,27.813,27.813,27.813,27.813,19.866,10.185,10.185,45.688,45.688,0,0,0,0,0,0,0,0,7/23/2020
868,Sama,0,0,0,0,0,0,0,0,0,0,0,0,10.21,10.21,10.21,10.21,10.21,61.584,61.584,61.584,61.584,61.584,61.584,61.584,54.884,33.697,33.697,33.697,33.697,33.697,33.697,33.497,33.497,33.497,19.158,19.158,19.158,82.41,99.999,99.999,99.999,99.999,10.21,10.21,0,0,0,0,2020 - 07 - 3.
965,Sama,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33.894,33.894,40.106,40.106,40.106,40.106,40.106,10.21,10.21,10.21,10.21,10.21,10.21,10.21,10.21,10.21,10.21,10.21,99.999,99.999,99.999,99.999,99.999,99.999,99.999,66.317,66.317,66.317,10.21,10.21,2020 - 07 - 4.
970,Sama,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24.86,24.86,24.86,24.86,24.86,24.86,24.86,24.86,48.511,48.511,48.511,27.117,27.117,27.117,27.117,27.117,0,0,0,0,0,0,0,0,0,0,0,0,7/29/2020
1044,Sama,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,99.999,99.999,99.999,99.999,0,0,0,0,0,0,0,0,7/13/2020
1056,Sama,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10.185,10.185,10.185,10.185,10.185,10.185,10.185,10.185,10.185,10.185,10.185,10.185,10.185,10.185,10.185,10.185,29.753,0,0,0,10.185,100,100,56.732,10.185,10.185,0,0,0,0,0,0,7/28/2020
1122,Sama,0,0,0,0,0,0,0,0,0,0,10.185,15.972,15.972,15.972,15.972,15.972,15.972,15.972,15.972,15.972,0,0,0,0,0,0,0,0,0,0,0,0,10.185,19.913,19.913,98.03,98.03,0,0,0,0,0,0,0,0,0,0,0,7/25/2020
43,Sojitz CCP,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7/18/2020
48,Sojitz CCP,0,0,0,0,0,0,0,0,0,0,0,75,150,163,163,163,163,163,163,163,163,163,163,163,163,163,163,163,163,163,163,163,163,163,163,163,163,163,163,163,163,163,163,163,163,0,0,0,7/29/2020
187,Sojitz CCP,0,0,0,0,0,0,0,0,0,0,0,0,0,75,150,163,163,163,163,163,163,163,163,163,163,163,163,163,163,163,163,163,163,163,163,163,163,163,163,163,163,163,163,163,163,163,163,0,7/16/2020
230,Sojitz CCP,0,0,0,0,0,0,0,0,0,0,0,75,150,163,163,163,163,163,163,163,163,163,163,163,163,163,163,163,163,163,163,163,163,163,163,163,163,163,163,163,163,163,163,163,163,163,163,0,7/28/2020
276,Sojitz CCP,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2020 - 07 - 5.
294,Sojitz CCP,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7/17/2020
358,Sojitz CCP,0,0,0,0,0,0,0,0,0,0,0,75,150,163,163,163,163,163,163,163,163,163,163,163,163,163,163,163,163,163,163,163,163,163,163,163,163,163,163,163,163,163,163,163,163,0,0,0,7/23/2020
414,Sojitz CCP,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,75,150,163,163,163,163,163,163,163,163,163,163,163,163,163,163,163,163,163,163,163,163,163,163,163,163,0,0,0,0,0,0,0,7/20/2020
477,Sojitz CCP,0,0,0,0,0,0,0,0,0,0,0,0,0,75,150,163,163,163,163,163,163,163,163,163,163,163,163,163,163,163,163,163,163,163,163,163,163,163,163,163,163,163,163,163,163,0,0,0,7/15/2020
482,Sojitz CCP,0,0,0,0,0,0,0,0,0,0,0,0,0,0,75,150,163,163,163,163,163,163,163,163,163,163,163,163,163,163,163,163,163,163,163,163,163,163,163,163,163,163,163,0,0,0,0,0,2020 - 07 - 6.
610,Sojitz CCP,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7/12/2020
634,Sojitz CCP,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7/13/2020
642,Sojitz CCP,0,0,0,0,0,0,0,0,0,0,0,75,150,163,163,163,163,163,163,163,163,163,163,163,163,163,163,163,163,163,163,163,163,163,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2020 - 07 - 9.
676,Sojitz CCP,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2020 - 07 - 4.
730,Sojitz CCP,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7/19/2020
807,Sojitz CCP,0,0,0,0,0,0,0,0,0,75,150,163,163,163,163,163,163,163,163,163,163,163,163,163,163,163,163,163,163,163,163,163,163,163,163,163,163,163,163,163,163,163,163,163,163,163,163,0,7/14/2020
823,Sojitz CCP,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7/10/2020
845,Sojitz CCP,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,75,150,163,163,163,163,163,163,163,163,163,163,163,163,163,163,163,163,163,163,163,163,163,163,163,163,0,0,0,0,2020 - 07 - 7.
873,Sojitz CCP,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7/26/2020
897,Sojitz CCP,0,0,0,0,0,0,0,0,0,0,0,0,0,0,75,150,163,163,163,163,163,163,163,163,163,163,163,163,163,163,163,163,163,163,163,163,163,163,163,163,163,163,163,163,0,0,0,0,7/22/2020
946,Sojitz CCP,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7/21/2020
952,Sojitz CCP,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7/27/2020
1008,Sojitz CCP,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,75,150,163,163,163,163,163,163,163,163,163,163,163,163,163,163,163,163,163,163,163,163,163,163,163,163,163,0,0,0,2020 - 07 - 3.
1016,Sojitz CCP,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2020 - 07 - 8.
1048,Sojitz CCP,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7/24/2020
1086,Sojitz CCP,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7/25/2020
1104,Sojitz CCP,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7/11/2020
2,SPS A,0,0,0,0,0,0,0,0,0,0,22,54,54,54,54,54,54,54,54,54,54,54,54,54,54,54,54,54,54,54,54,54,54,54,54,54,54,54,54,54,54,54,54,54,54,54,54,54,7/17/2020
169,SPS A,49.162,49.162,49.162,49.162,42.162,39.559,39.559,54,54,54,54,54,54,54,54,54,54,54,54,54,54,54,54,54,54,54,54,54,54,54,54,54,54,54,54,54,54,54,54,54,54,54,54,54,54,54,54,0,2020 - 07 - 7.
197,SPS A,33,11,11,11,11,11,11,11,11,11,11,33.79,36,36,36,47,42.162,42.162,49.012,49.012,54,54,54,54,52.676,52.676,51.173,54,54,54,54,54,54,54,54,54,54,54,54,54,54,54,54,54,54,54,54,54,7/19/2020
208,SPS A,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2020 - 07 - 5.
216,SPS A,54,54,33,33,33,33,33,33,33,33,54,54,54,54,54,54,54,54,54,54,54,54,54,54,54,54,54,54,54,54,54,54,54,54,54,54,54,54,54,54,54,54,54,54,54,54,54,54,7/11/2020
255,SPS A,0,0,0,0,0,0,0,0,0,0,0,54,54,54,54,54,54,54,54,54,54,54,54,54,54,54,54,54,54,54,54,54,54,54,54,54,54,54,54,54,54,54,54,54,54,54,54,54,7/20/2020
282,SPS A,33,33,33,33,33,33,33,33,33,33,33,54,54,54,54,54,54,54,54,54,54,54,54,54,54,54,54,54,54,54,54,54,54,54,54,54,54,54,54,54,54,54,54,54,54,11,0,0,7/10/2020
295,SPS A,18,0,0,0,0,0,0,0,0,0,36,54,54,54,54,54,54,54,54,54,54,54,54,54,54,54,54,54,54,54,54,54,54,54,54,54,54,54,54,54,54,54,54,54,54,54,54,54,2020 - 07 - 4.
316,SPS A,54,54,54,54,54,50.055,47,54,54,54,54,54,54,54,54,54,54,54,54,54,54,54,54,54,54,54,54,54,54,54,54,54,54,54,54,54,54,54,54,54,54,54,54,51.055,0,0,0,0,7/25/2020
326,SPS A,54,33,33,33,33,33,33,33,33,54,54,54,54,54,54,54,54,54,54,54,54,54,54,54,54,54,54,54,54,54,54,54,54,54,54,54,54,54,54,54,54,54,54,54,54,54,54,49.659,7/23/2020
